,season,episode,title,story,rating,date
59,S3,E20,The Spaghetti Catalyst,"One of the consequences of Penny and Leonard breaking up is that Sheldon now has mixed allegiances. Leonard is his best friend and roommate, but he wants to remain friends with Penny if only because of all the work he's put into including her into his life. Sheldon goes to extreme lengths not to tell Leonard - or Howard or Raj for that matter - that he is having dinner with Penny. Will it be worth all the grief that he has to go through to keep this secret? Meanwhile, Leonard and Penny have to learn how to deal with the fact that they will still be seeing each other, and decide what form their new relationship will take. —Huggo",8.1,"Mon, May 3, 2010"
60,S3,E21,The Plimpton Stimulation,"Sheldon's brilliant pen pal friend, renowned quantum cosmologist Dr. Elizabeth Plimpton, is being wooed by Cal Tech. Sheldon invites her to stay with him and Leonard while in Southern California. Sheldon feels protective of her because he feels she is in the same genius class as himself. Leonard is in awe of their temporary roommate. Dr. Plimpton, however, makes it obvious to Leonard that she is interested in him more than just as a fellow scientist. Leonard has a difficult time keeping his intimate encounter with Dr. Plimptom a secret. She doesn't seem to mind as she sets her sights a little more broadly than just Leonard. —Huggo",8.1,"Mon, May 10, 2010"
61,S3,E22,The Staircase Implementation,"After Leonard and Sheldon have a heated argument about what Sheldon sees as Leonard making a major breach in the roommate agreement, Leonard takes refuge at Penny's apartment. Despite the seriousness of the argument, Leonard assures Penny that Sheldon was much more difficult to live with when Leonard first moved in. Leonard recounts to her his first meeting with Sheldon seven years earlier when Leonard answered Sheldon's advertisement looking for a new roommate. He also recounts Howard and Raj's first encounters with Sheldon, what happened to the now broken elevator which was working when Leonard first moved in, and why Leonard decided to stay despite Sheldon being such a difficult and unusual roommate. —Huggo",9.0,"Mon, May 17, 2010"
62,S3,E23,The Lunar Excitation,"Penny and Leonard are still at the stage of their ""post-coitus"" relationship where they feel awkward doing friend type things together. Regardless, when the guys experiment with bouncing lasers off the moon, Leonard decides to invite Penny to watch. With her is her latest date, Zack, a less than bright guy. This encounter with Leonard and Zack together demonstrates to Penny that she can't go back to dating the type of guys she used to date: good looking but dumb. In a drunken stupor later, Penny takes some action to reclaim what she's missed no longer dating Leonard. Leonard in turn, takes a cue from Penny's actions. Meanwhile, Howard and Raj believe the answer to Leonard's Penny conundrum is to find another woman for him. After Leonard rejects Howard's idea of using on-line matchmaking services, Raj thinks an interesting experiment would be to see if such a service would produce anyone for Sheldon. Howard and Raj's experiment does produce a match for Sheldon. Will he agree to meet her and if so will she be his perfect match?",8.6,"Mon, May 24, 2010"
63,S4,E1,The Robotic Manipulation,"It's been four months since Sheldon met neuro-biologist Amy Farrah Fowler, who Sheldon believes is his intellectual equal as well as his emotional female equivalent. Although they text each other every day, they never see each other and Sheldon doesn't consider her his girlfriend. That fact does not stop the guys from naming the two of them ""Shamy"". Regardless of them being boyfriend/girlfriend or not, Sheldon and Amy are thinking about having a baby together - via in vitro fertilization as Sheldon regards coitus as being too ""messy"" - to bless the world with their progeny. Penny convinces Sheldon that he should get to know the mother of his future child by going on date with Amy, this date which would be his first ever. As Sheldon needs a ride to the date, Penny, his chauffeur, ends up accompanying him on the date, which she quickly comes to regret. Meanwhile, Howard has developed a mechanical arm to be used as a repair tool aboard the international space station. Showing it off to the gang, Howard demonstrates to them what it can do. But he also finds some personal uses for the arm, which gets him into an embarrassing and slightly painful predicament.",8.7,"Thu, Sep 23, 2010"
64,S4,E2,The Cruciferous Vegetable Amplification,"After Sheldon scientifically calculates his life expectancy, he is dismayed to learn that he will be a few years short of the time when he will be able to transfer his conscious self into a robotic format. So he decides to live a healthier lifestyle to eke out those few extra years. Those changes include eating healthier and exercising. When both those avenues have negative consequences unexpected to him, Sheldon thinks he's figured out a way to exist in his current life without taking the risks associated with everyday tasks. As an incredulous Leonard, Penny, Howard and Raj look on to what Sheldon is doing, only a celebrity sighting may be able to bring Sheldon back to real life. —Huggo",8.3,"Thu, Sep 30, 2010"
65,S4,E3,The Zazzy Substitution,"Despite not considering her his girlfriend and visa versa, Sheldon and Amy are spending a lot of time together. This situation irks the gang, but especially Leonard as Sheldon's roommate, since they all detest Amy, who they consider sanctimonious and condescending. The gang's problem may self destruct when sanctimonious and condescending Amy has a fundamental disagreement with sanctimonious and condescending Sheldon, leading to the two deciding to break-up despite not having been boyfriend/girlfriend. Sheldon states that he is perfectly fine with the relationship ending, but his actions seem to imply otherwise as he replaces Amy with something else in his life. Concerned for his friend's state of mind, Leonard calls in the one person who he believes can get through to Sheldon. —Huggo",7.9,"Thu, Oct 7, 2010"
66,S4,E4,The Hot Troll Deviation,"Howard is still uncomfortable in even seeing Bernadette, which is obvious when he spots her at work at the Cheesecake Factory. But when Bernadette enters his dreams instead of his usual fantasy girl, Howard wonders if Bernadette would be willing to get back together with him despite the embarrassing reason why she broke up with him. Penny vows to help him only if he discloses to her the reason for the break-up. Howard gets a little advice from two other unlikely sources. Meanwhile, Raj is mad at Sheldon for not letting him have a desk in their shared office. But once Sheldon reluctantly agrees only on the condition that Raj pay for it himself, Raj decides to exact his own form of revenge, which escalates into an all out office war. —Huggo",8.0,"Thu, Oct 14, 2010"
67,S4,E5,The Desperation Emanation,"With Amy in Sheldon's life (despite they still not being boyfriend/girlfriend), Bernadette in Howard's life, and even Raj now having a girlfriend (she being deaf so it doesn't matter that he can't speak to her), Leonard is the only one of the group who is currently without a significant female in his life. He doesn't seem to mind too much until everyone, even Stuart at the comic book store, constantly reminds him as such. And Leonard's air of desperation - as Amy refers to it - means that in his current state he is unlikely to find a girlfriend on his own. So Leonard reluctantly invokes the girlfriend clause in his friendship with Howard, meaning that Bernadette needs to find him a girlfriend. But will Leonard be desperate enough to continue to date Bernadette's choice of Joy, a friend from her self-defense class, a woman who talks about the hundred different ways she can rip his private parts off his body? Meanwhile, Sheldon fears that Amy's request for him to meet her mother is her way of saying that she wants them to become boyfriend/girlfriend officially. In light of that, Sheldon does whatever he can to eliminate Amy from his life except by telling her directly.",7.6,"Thu, Oct 21, 2010"
68,S4,E6,The Irish Pub Formulation,"Raj's sister, Priya, a corporate lawyer, has a 24 hour layover in Los Angeles on her way to Toronto on a work trip. When the guys met her the first and only time five years ago when she last was in Los Angeles, Howard and Leonard made a ""pinky swear"" pact not to hit on her, much to Raj's pleasure as he wanted and still wants to protect his little, innocent sister. Priya ends up not being so innocent as she wants to have a casual fling with Leonard on this trip, he who complies and would actually want it to be more than just casual. When Sheldon catches Priya in their apartment when she shouldn't be there, Sheldon devises an elaborate but totally implausible alibi for Leonard in the probability - at least in Sheldon's mind - that Raj and or Howard will ask. This incident brings up the issue of betrayal amongst the four friends. —Huggo",8.0,"Thu, Oct 28, 2010"
69,S4,E7,The Apology Insufficiency,"Howard has been chosen to work on the Defense Department's Laser Equip Surveillance Satellite project. He needs security clearance to work on the project which means the FBI will be interviewing each of Sheldon, Leonard and Raj, with the interviews being conducted by Agent Page, a beautiful young woman. Raj can't speak to her until he gets drunk, and still then he believes her sole goal is to deport him back to India. Woman-hungry Leonard decides to try his new confident persona to pick her up, which has unintended consequences. And Sheldon wants to speak more about his past encounters with the FBI than about Howard. Howard fails to receive the clearance to work on the project due to one specific incident in one of the three interviews. The guilty party fails to disclose the gaffe to Howard. Will the guilty party ultimately confess and will he be able to make it up to Howard regardless of if that confession happens? —Huggo",8.0,"Thu, Nov 4, 2010"
70,S4,E8,The 21-Second Excitation,"Leonard, Sheldon, Howard, Raj and Amy are planning to go a see a special screening of Raiders of the Lost Ark (1981) with 21-seconds of previously unseen footage which, from what Leonard hears, solves some major controversies about the 21-second shorter version. Penny - after just having watched the movie for the first time in her life - has no interest in seeing it again with the 21-seconds, so she and Bernadette decide to have a girls night. Since she's a girl, Amy decides to crash the girls' party instead of going with the guys, which places the girls night in a whole different dimension, until they decide to play Truth or Dare. Meanwhile, Sheldon wants to leave to get to the cinema at five o'clock for the midnight screening, instead of having a leisurely dinner beforehand at the Cheesecake Factory. When they arrive at the cinema when Leonard, Howard and Raj want to get there, Sheldon gives them a big ""I told you so"" when they find the line-up is enormous. Sheldon does whatever he can to see the movie or else. His goal is even more focused when his arch nemesis receives special treatment to get into the screening.",8.1,"Thu, Nov 11, 2010"
71,S4,E9,The Boyfriend Complexity,"Penny's father, Wyatt, is in Pasadena for a visit. Leonard learns that Penny told her father that she and Leonard got back together again, as Leonard is the one and only of her boyfriends of who he has ever approved. Leonard agrees to go along with the ruse, but much against Penny's chagrin, he does so on his terms and not hers. But what would happen if Wyatt found out the truth? Sheldon, believing that Leonard and Penny have indeed gotten back together, decides to amend their roommate agreement to compensate for the Penny factor. Meanwhile, Raj has finally been allocated time to monitor a high powered telescope for twelve hours, and he invites Howard along, who in turn invites Bernadette. Raj is initially peeved at Bernadette's presence since he doesn't feel like he can drink (to be able to speak to her) and monitor the telescope at the same time. Raj makes the decision to consume alcohol, and his arc of drunkenness over the course of the evening ends with a close encounter with Howard. —Huggo",8.4,"Thu, Nov 18, 2010"
72,S4,E10,The Alien Parasite Hypothesis,"Amy experiences strange symptoms, which she believes are signs of a flu. They include an elevated heart rate, sweaty palms, dry mouth, and localized vascular throbbing. As Penny and Bernadette were present when the symptoms began, they know that Amy doesn't have the flu: she is in lust with Penny's ex-boyfriend, Zack Johnson. As Amy and Sheldon finally come to the conclusion that Amy is feeling womanly urges for the first time in her life, Sheldon has to come to terms with what his feelings for Amy are. They also have to decide how best to satisfy Amy's new biological urges. Meanwhile, Howard and Raj get into an argument: if they were to acquire super powers, who would be the superhero and who would be the sidekick. They have to come up with a way to settle the argument. —Huggo",7.6,"Thu, Dec 9, 2010"
73,S4,E11,The Justice League Recombination,"Penny starts dating Zack again. Used to being the target of bullying, Leonard, Sheldon, Howard and Raj instead bully Zack through their implications to him that he's stupid. Not fully realizing what they're doing until Penny points it out to them, the guys decide to apologize to Zack in the only way they can. Accepting their apology, Zack decides to start hanging out with them, much to Penny's chagrin. This hanging out leads to the idea that Zack should replace Leonard as Superman in their group Justice League of America costume for the New Year's Eve party at the comic book store, with Penny the sixth wheel as Wonder Woman. These actions lead to questions from Leonard to Penny about why she's back together with Zack. —Huggo",8.6,"Thu, Dec 16, 2010"
74,S4,E12,The Bus Pants Utilization,"Leonard comes up with an idea to develop a smart phone app that would use handwriting recognition software to help in solving their differential equations problems. Although the app's use would be limited to about a hundred people worldwide, he wants to go ahead, and asks Sheldon, Howard and Raj to join him in the project. They all agree. Leonard, as the one who came up with the idea, has a relatively clear vision of how he wants to proceed. However, Sheldon believes his way is best and wants to be among things CEO and CFO of the project, and to have it named after him. When Sheldon's controlling ways become too much for Leonard to handle, Leonard fires him from the project team. Sheldon tries whatever he can to make life difficult for the other three to complete the project, and even believes he may have lost Leonard as a friend for good. Penny takes pity on a moping Sheldon, but comes to regret it. She has to figure out a way to foist Sheldon back onto Leonard. —Huggo",7.5,"Thu, Jan 6, 2011"
75,S4,E13,The Love Car Displacement,"Penny initially declines an invitation from Amy Farrah Fowler, who considers Penny her best friend, to accompany her, Sheldon, Leonard, Howard, Raj and Bernadette to a weekend long science conference at which they'll all be speaking. Penny changes her mind when she learns that the conference is all expenses paid at a four star spa resort in Big Sur. Penny wishes she could change her mind once again when the drive to Big Sur with Leonard, Sheldon and Amy ends up being a nerd's version of a road trip. She probably wouldn't appreciate being in Bernadette, Howard and Raj's car either, the former two who are too happy in love and who demonstrate it in the drive to Big Sur. That love may be in jeopardy when at the conference, Howard meets Bernadette's handsome and 6'7"" tall ex-boyfriend Glenn. An unfortunate comment from Howard to Bernadette about her former relationship with Glenn sets off a series of musical beds and musical bedrooms between the seven which culminates in a no holds barred airing of all their feelings at the conference's panel discussion.",8.2,"Thu, Jan 20, 2011"
76,S4,E14,The Thespian Catalyst,"Raj laments the fact of his single status. An admission by Bernadette totally preoccupies Raj's thoughts in his fragile state. Meanwhile, Sheldon has just conducted a guest lecture to the university's brightest doctoral candidates. He believes the lecture was an overwhelming success, but messages posted on various social networking sites show that Sheldon's perception and reality are polar opposites. A less than happy Sheldon decides to take some advice from Amy. As teaching is a performance art, she suggests that he take acting lessons. Despite or in part because he thinks she an acting failure, Sheldon asks Penny to be his teacher, his thoughts along the lines of the old adage, ""those who can't do, teach"". As Penny and Sheldon go through their antagonistic teacher/student relationship, Penny manages to get through to Sheldon in a way she couldn't have even imagined. —Huggo",7.7,"Thu, Feb 3, 2011"
77,S4,E15,The Benefactor Factor,"The university's President Siebert orders the guys to attend a fundraising party. Leonard, Howard and Raj are more than happy to go for the free food and drinks and the promise of a few pretty girls in attendance. Sheldon, however, refuses, believing such fundraising practices demeaning. Amy makes Sheldon reconsider by telling him that his future research funding is dependent upon others, such as Leonard and Raj, making a credible argument to the donors on his behalf. At the party, the guys come across wealthy Mrs. Latham, a formidable older woman who they later learn enjoys making smart people feel ill at ease - which she did with Leonard, Howard and Raj - just for the fun of it. Believing he made a terrible impression, Leonard is surprised to learn that Mrs. Latham wants to speak to him further about his research. But that's not all Mrs. Latham wants from Leonard. —Huggo",7.7,"Thu, Feb 10, 2011"
78,S4,E16,The Cohabitation Formulation,"Bernadette and Howard discuss where their relationship is heading when Howard once again can't stay the night since he has to look after his mother. When Bernadette broaches the topic of them moving in together, Bernadette ultimately gives Howard an ultimatum: her or his mother. When she asked him this question, she didn't anticipate what Howard wants in a house-mate, sexual partner or not. Meanwhile, Raj's sister Priya is back in town on business. Knowing that Leonard and Priya had casual sex last time she was in town with Leonard wanting their relationship to progress further, Raj refuses to let Leonard see or speak to Priya. But Priya and Leonard do speak, and much to Raj's anger, they decide to start seeing each other. But one other person may be affected by Leonard and Priya dating: Penny. Although Penny outwardly says she is happy for Leonard, Amy, as her new BFF, wants to provide some comfort to Penny, all the while gathering some scientific data. —Huggo",7.8,"Thu, Feb 17, 2011"
79,S4,E17,The Toast Derivation,"It's Thursday night, which in Sheldon's world means that the guys are coming over for pizza. However, Leonard informs him that he's going over to Raj's to hang out with Priya, with Howard most-likely being there as well, so Sheldon is more than welcome to come along. Sheldon does go, but it's just not the same. But what bothers him more is what Amy tells him the night signifies: that Leonard is the nucleus of their group, not him. To prove Amy wrong, Sheldon, on the next night that Leonard says he's hanging out with Priya, Raj and Howard at Raj's place, plans a gathering of his own at their apartment with his new group of mismatched ""friends"": Stuart from the comic book store, Penny's old boyfriend Zack, and Barry Kripke (with LeVar Burton a probable no show, although Sheldon did tweet him about the gathering). Will either the group at Raj's or the group at Sheldon's have a good time? Meanwhile, Amy and Bernadette take Penny out for a night on the town to make her forget that Priya has taken her place in Leonard's heart.",7.9,"Thu, Feb 24, 2011"
80,S4,E18,The Prestidigitation Approximation,"Priya and Leonard's relationship has gotten to a serious stage where Leonard is wearing the clothes that she picks out for him and is trying to wear contact lenses on her suggestion, even though he can't see with them on. As his serious girlfriend, Priya asks him for a big favor: to stop being friends with Penny. She feels uncomfortable having one of his ex-girlfriends be such a big part of his life. So later, when Priya asks him if he's ""talked"" to Penny, he doesn't tell the complete truth. How long can Leonard get away with this little white lie before he really has to make a decision between Priya and Penny, especially as Priya is thinking about relocating to southern California for good? Meanwhile, Howard performs a card trick which confounds his friends. Sheldon states that he doesn't care about the trick, but it's obvious that not knowing how the trick is done is killing him. —Huggo",8.1,"Thu, Mar 10, 2011"
81,S4,E19,The Zarnecki Incursion,"Sheldon is totally distraught - even to the point of calling in the police and trying to call in the FBI - after someone has hacked into his World of Warcraft (2004) account and stolen all his information and his ""virtual"" possessions. With Howard, Leonard and Raj on the case with Sheldon trolling though the game with made up new characters, Howard is able to determine that the thief is someone by the name of Todd Zarnecki who lives in nearby Carlsbad. Sheldon convinces the guys to drive to Carlsbad to confront the thief. But without a plan upon arrival, will they manage to get Sheldon's things back? Meanwhile, the primary topic of conversation between Penny, Bernadette and Amy is how Penny groomed Leonard to be a ""cool"" boyfriend for some other woman - Priya - who now refuses to even let her see Leonard. Bernadette and Amy try to convince Penny that she needs to take some sort of action against Priya in return. —Huggo",8.0,"Thu, Mar 31, 2011"
82,S4,E20,The Herb Garden Germination,"Starting with Penny to Amy, a rumor quickly spreads amongst Leonard, Sheldon, Raj and Priya that Bernadette is planning on breaking up with Howard. This rumor is especially of interest to Raj since despite being Howard's best friend, he has always been in love with Bernadette himself. Additional news comes to light directly from Howard, who is planning on asking Bernadette to marry him. Based on the rumor, the rest of gang believe that Howard is in for a major let-down, much to Raj's excitement. But will Howard go through with his plan and if he does, will the rumor prove to be true? Meanwhile, Amy and Sheldon, watching the speed with which the rumor has spread, propose another social science experiment of starting two rumors - one of a salacious nature, and one more mundane - to see how quickly both spread amongst the group. —Huggo",8.2,"Thu, Apr 7, 2011"
83,S4,E21,The Agreement Dissection,"When Sheldon formally charges Leonard with breaching the roommate agreement by taking a shower with Priya in the apartment bathroom when Sheldon had a ""call of nature"" (constituting what Sheldon considers an emergency), Priya, a lawyer, decides to intervene on Leonard's behalf on the case. When Priya (and thus Leonard) win this round, they decide to test other sections of the agreement in actual practice. When Sheldon can't handle what's going on with Priya and Leonard openly mocking the sanctity of the agreement, he turns to Penny, who in turn invites Sheldon on her girls night out with Bernadette and Amy. Sheldon accepts Penny's invitation only on the promise by Penny that some Priya bashing will occur on their outing. Their outing takes them to a ballroom dance club, where Sheldon starts to see a different side of Amy, one being influenced by Penny and alcohol consumption. But through her drunken stupor, Amy still provides Sheldon with some advice on how he should handle Priya and Leonard. —Huggo",8.2,"Thu, Apr 28, 2011"
84,S4,E22,The Wildebeest Implementation,"Priya and Leonard ask Howard and Bernadette to join them for a couples only dinner at the Koothrappalis' apartment. Amy sees the invitation as Priya's way of conquering and dividing Bernadette especially from Penny. But Amy also sees it as an opportunity for Bernadette to be a mole to feed false information about how great Penny's life is to Priya and Leonard, while gathering intel about Priya and Leonard to feed back to Penny. Bernadette, who doesn't like to lie and doesn't do it very well, doesn't like the idea, but she agrees, with Amy to coach her via text messaging throughout the evening. Will Bernadette be able to hold up the ruse for the entire evening? Meanwhile, Raj is thinking about testing a new drug to help with his social anxiety disorder. And Sheldon develops a new game: three-man chess. —Huggo",7.7,"Thu, May 5, 2011"
85,S4,E23,The Engagement Reaction,"Howard and Bernadette have started planning their wedding, but they have failed either to tell Bernadette's parents or Mrs. Wolowitz that they are even engaged. To ingratiate Bernadette to Mrs. Wolowitz, Howard thinks that the two primary women in his life need to have some quality alone time at a deli lunch. After the fact, Bernadette believes the lunch went well, and that her future mother-in-law actually likes her. So Howard, in a moment of bravery - while Mrs. Wolowitz is behind a locked bathroom door doing nature's business - tells his mother about being engaged to Bernadette. Immediately after the announcement, Howard hears a thud on the bathroom floor. Howard believes his mother has had a heart attack over the news. After getting her to the hospital, Howard has to decide if he will tell Bernadette that Mrs. Wolowitz's hospitalization is due to her. Meanwhile, Penny and Priya come to a somewhat new understanding in their non-relationship all based on their common knowledge of Leonard. And mysophobe Sheldon reluctantly enters the germ filled hospital to support Howard. The visit ends up being even worse than Sheldon could have imagined.",8.0,"Thu, May 12, 2011"
86,S4,E24,The Roommate Transmogrification,"Bernadette has just announced that her dissertation has been accepted, meaning that she will soon get her Ph.D. On top of that, she has received a lucrative job offer with a pharmaceutical company. Although Howard states that he is happy for her, the fact that everyone else in their group, who also have their Ph.D.'s, may cause a bit of problem for his ego, especially as they all kid him about being the inferior one in their relationship. Meanwhile, Leonard and Priya doing some Star Trek (1966) sex role playing in the Koothrappali apartment is a bit much for Raj to handle. Tired and needing a place to sleep, he eventually ends up asking Sheldon if he can sleep in Leonard's bed. After Leonard finds out, he suggests this move be a longer term one until Priya gets her own apartment. Having Penny as a next door neighbor may have some benefits for Raj. And Leonard accidentally learns some information about Priya's future. —Huggo",8.5,"Thu, May 19, 2011"
87,S5,E1,The Skank Reflex Analysis,"In the aftermath of Raj and Penny's night together from which Raj believes he's in love with her, everyone seems to be mad at Raj. Although he has no intention of getting back together with Penny despite Priya having moved back to India, Leonard is mad at Raj for sleeping with his old girlfriend. Leonard turns to an unlikely source for advice about his feelings. Howard is mad at Raj for taking his supposed place as second in line (after Leonard) in Penny's loins. Howard is also mad at Raj when it comes to light that Raj fantasized about Bernadette. And Bernadette is mad a Raj for making Howard think that there was something going on between them. While Penny takes refuge away from the guys at Amy's, she contemplates her future, which includes thoughts of moving back to Nebraska since her acting career is no career at all. Ultimately, Penny and Raj need to discuss what happened, which Penny finds out is not quite what she thought. Through it all, Sheldon can only think about his leadership in the upcoming paint-ball battle against the geology department. Sheldon's actions may unwittingly bring the friends back together.",8.0,"Thu, Sep 22, 2011"
88,S5,E2,The Infestation Hypothesis,"With Priya having moved back to India, she and Leonard decide to try having a long distance relationship, which includes Skyping each other on a regular basis. Howard suggests that they take that communication one step further by having high speed on-line sex with each other. When conventional on-line sex between the two of them fails, Howard has some equipment that he thinks will enhance their on-line experience, which he demonstrates with Raj while an uncomfortable Leonard looks on. While Leonard and Priya are talking on-line, Sheldon takes refuge in Penny's apartment. Sheldon is in love with how comfortable Penny's new chair is, until he finds out that it is a used chair that she found discarded on the street. A freaked out Sheldon is certain that he has contracted some nasty bug from sitting in the chair, and does whatever he can to make Penny get rid of it. None of Sheldon's tactics works. Something else may make Penny think twice about keeping the chair. —Huggo",8.0,"Thu, Sep 22, 2011"
89,S5,E3,The Pulled Groin Extrapolation,"After a group dinner at Leonard and Sheldon's apartment, Leonard and Amy are the unlikely pair left alone at the apartment as everyone else goes off for the evening. Despite it being a somewhat uncomfortable evening for Leonard, he agrees to accompany Amy to an upcoming wedding, she who refuses to take Sheldon based on a past incident. At the reception, Amy, who ""whored"" herself up to meet her perception of social convention, is the one of the two who tries to enjoy their time together in this social setting. Leonard ultimately appreciates Amy's attempts. But both Amy and Sheldon misinterpret Leonard's appreciation. Meanwhile, Howard tells a disbelieving Bernadette that he expects them to live with his mother in her house after they're married. After an argument, Bernadette at least agrees to go through a trial weekend at the Wolowitz house. And Sheldon is off in his own literally little world as he plays with his new HO model train set. —Huggo",7.6,"Thu, Sep 29, 2011"
90,S5,E4,The Wiggly Finger Catalyst,"Especially with Howard and Bernadette's impending marriage, everyone, including Raj himself, is feeling sorry for Raj not having a girlfriend. The problem of Raj finding a girlfriend or one of his friends finding him a girlfriend is his inability to speak to women unless intoxicated. Penny, however, thinks she's come up with the perfect girl who at least gets around that talking issue. Emily, who Penny knows solely from her spin class, is deaf. Despite initially needing Howard to translate since Howard knows ASL - Howard who feels he needs to take poetic license in translating what Raj wants to say - Raj and Emily seem to hit it off. Raj quickly falls head over heals in love with her, and the gang believes Emily has fallen head over heels in love with Raj. However, they soon change their minds about Emily's feelings, believing that she has only one selfish interest in Raj, which makes them see Raj in a slightly different light. As the one who got Raj into the relationship, Penny feels she has to take whatever measure necessary to get him out of it, which Raj may or may not appreciate or fully understand. Meanwhile, to free up his brain for more important matters, Sheldon is leaving all trivial decisions of his life literally up to the roll of the dice.",7.8,"Thu, Oct 6, 2011"
91,S5,E5,The Russian Rocket Reaction,"Since they are in the comic book store when he stops in, Leonard and Sheldon are invited by Wil Wheaton to a party at his house. Leonard has every intention of going, which may place his and Sheldon's friendship on shaky ground as Wil is still on Sheldon's arch enemy list. Can anything convince Sheldon to attend the party himself? If so, he may end up meeting more arch enemies. Meanwhile, Howard, whose project has been chosen by NASA for the International Space Station, has been asked by them to go on a three week mission to the station. He believes that all his friends will be as happy for him as he is excited about it. But one person who isn't excited at all is Bernadette, who doesn't want him to go. Bernadette uses a tactic to convince Howard not to go, but that tactic may actually paint Bernadette as the bad guy. —Huggo",8.0,"Thu, Oct 13, 2011"
92,S5,E6,The Rhinitis Revelation,"Sheldon's mother, Mary Cooper, stops by for a visit before embarking on a Christian based cruise. Sheldon is excited about her visit if only to have his Mommy do Mommy things for him, like cook and clean. His expectations are even higher as he wants specific foods and wants to do specific things with her. But Mary seems to spend as much of her energies helping Sheldon's friends as she does Sheldon, if not more. She even refuses to hang out with him doing the things he wants to do - specifically go to a lecture given by a Nobel laureate just so that he can debunk his theories publicly - instead doing what she wants to do, such as typical Mary Cooper styled Hollywood sightseeing. Amy provides some insight into what Sheldon is going through, which doesn't make him very happy. But he unwittingly gets what he wants by being ""common"". —Huggo",7.5,"Thu, Oct 20, 2011"
93,S5,E7,The Good Guy Fluctuation,"Leonard is nonplussed when he is approached by a beautiful woman named Alice while they're both in the comic book store. He figures that her interest in him is purely on that comic book level, especially when he finds out that she is a comic book artist herself. But he soon finds out that her interest in him also extends to the carnal. Leonard doesn't know what to do about the situation. For him, Alice may be that perfect and rare woman - both a nerd and beautiful - but he doesn't want to risk ruining his relationship with Priya, who he sees could one day be his wife and despite their current long distance relationship not being totally satisfying. He turns to the only one of his friends who has any relationship experience, Penny, for advice. He realistically wants her to tell him that he can have his cake and eat it too. Meanwhile, Sheldon is trying to get back at Leonard, Howard and Raj for a Halloween prank they pulled on him which made him both faint and relieve himself of some bodily fluids. But will Sheldon, who has less than conventional sensibilities, be able to pull off such stunts himself?",8.5,"Thu, Oct 27, 2011"
94,S5,E8,The Isolation Permutation,"While Amy and the guys are eating lunch in the cafeteria, Howard receives a text message from Bernadette about how her wedding and bridesmaids dress shopping is going with Penny. This news hurts Amy, who feels like she has through most of her life as the shunned person by who she thought were her friends. She turns to Sheldon for support, he who is not well equipped to handle Amy's request for support. As such, he turns to Howard and Leonard to get ""their women in line"". Howard and Leonard find out that Bernadette and Penny did have a specific reason for not inviting Amy. Feeling like they did betray their new girlfriend, Bernadette and Penny have to come up with a way to make it up to Amy in a meaningful way, otherwise they may face the continued wrath of Sheldon. —Huggo",7.6,"Thu, Nov 3, 2011"
95,S5,E9,The Ornithophobia Diffusion,"A blue jay perched on his apartment window ledge is too much for ornithophobic Sheldon to handle. As no one - even the authorities (gasp) - seems to want to help him shoo away the bird, a scared Sheldon does whatever he can to get rid of the bird in any way he can. He turns to his two biologist friends, Amy and Bernadette, who try to help him get him over his fear. Their attempts have unexpected results. Meanwhile, Penny asks Leonard if he wants to go see a movie with her. He realizes that Penny's invitation is not a date, despite he deep down wanting it to be. But once he gets over the notion that this event is not a date, Leonard is able to relax and enjoy his time out, even more than when they were actually dating. As Leonard makes it abundantly clear to Penny that it not being a date has its own consequences, Penny decides to take her own actions to prove to Leonard that it is indeed not a date. —Huggo",8.1,"Thu, Nov 10, 2011"
96,S5,E10,The Flaming Spittoon Acquisition,"When Stuart meets Amy as she accompanies Sheldon to the comic book store, Stuart feels they had a moment. As such, Stuart wants to ask her out on a date. Not knowing what Amy's relationship status with Sheldon is, Stuart asks Leonard to ask Sheldon if it's OK for him to ask her out. Sheldon's ultimate response is that Amy is not his possession, so she is free to do whatever she wants. In reality, Sheldon's indirect allowance for Amy to date Stuart is only in the belief that Amy has no interest in Stuart. Sheldon's wrong as Amy does agree to go out with Stuart. Sheldon has to figure out what his true feelings for Amy are, and if they are in the realm of boyfriend/girlfriend, he has to figure out what to do to get her back. —Huggo",7.9,"Thu, Nov 17, 2011"
97,S5,E11,The Speckerman Recurrence,"Out of the blue, Leonard receives a message through his Facebook page from Jimmy Speckerman, a high school acquaintance who bullied him all throughout school. Jimmy wants to get together with Leonard for drinks. Leonard, who has always hated Jimmy because of that torment through high school, is at a loss of what to do. Finally he decides to face his demons and agree to meet Jimmy to confront him and make him apologize for all the bad things he did. Sheldon, Howard and Raj go along for support, but will four nerds be able able to stand up to a physically big bully? Or does Jimmy have a truly admirable reason for wanting to meet? In discussing Leonard's issue, Penny and Bernadette come to the conclusion that Penny was a bully in high school. Although they all agree that Penny is a nice person now, they make Penny come to the realization that she has to do something significant to atone for her past mean acts. Has the years since high school made either Jimmy or Penny really come to an understanding of the errors of their bullying ways and/or what atonement really means?",7.3,"Thu, Dec 8, 2011"
